result.feature	result.pvalue	result.fdr	result.coef	result.mean.0	result.mean.1	result.mean.0.w	result.mean.1.w
10q26.11	0.15518928144469	0.426373322082756	-0.165415892547209	0.103448275862069	-0.215909090909091	0.158732863019224	-0.00668302952798456
10q26.12	0.901684299847036	0.981325258418964	-0.0142125637791428	0.0344827586206897	-0.193181818181818	0.141334353920796	0.127121790141654
10q26.13	0.580304872282127	0.803100492890444	-0.0706901150526219	0.137931034482759	-0.181818181818182	0.264714315029094	0.194024199976473
10q26.2	0.868270184892688	0.968214954376738	-0.0216320309353507	0.103448275862069	-0.102272727272727	0.215934345813402	0.194302314878052
10q26.3	0.129717695847383	0.394125790579696	-0.184170345218919	0.0689655172413793	-0.147727272727273	0.176883652110655	-0.00728669310826353
11p11.12	0.265343882944016	0.550825471290033	0.133229270742653	-0.0689655172413793	0.0113636363636364	-0.178767254056018	-0.0455379833133651
11p11.2	0.290897089883566	0.568717355870604	0.126784593824703	-0.0689655172413793	0.0568181818181818	-0.166707710629568	-0.0399231168048645
11p12	0.287385880377498	0.568657167555476	0.128939906388345	-0.0344827586206897	0.102272727272727	-0.154993152297546	-0.0260532459092009
11p12.1	0.4353721295218	0.69106292315858	0.0936351115049188	-0.0344827586206897	-0.0227272727272727	-0.154993152297546	-0.0613580407926274
11p13	0.607013637923052	0.820027557858415	0.0655893018759588	0	-0.0113636363636364	-0.106213183081854	-0.0406238812058952
11p14.1	0.383335630755737	0.641190893170568	0.108476905864278	-0.103448275862069	-0.0568181818181818	-0.14910105468008	-0.0406241488158021
11p14.1.1	0.155942427380652	0.4265484043059	0.178300388138303	-0.0689655172413793	0.0454545454545455	-0.184901612471313	-0.00660122433301007
11p14.2	0.193056173871498	0.471866208478559	0.166536374598015	-0.0344827586206897	0.0113636363636364	-0.174019511217837	-0.00748313661982162
11p14.3	0.0308673917111873	0.187009513020016	0.229106209569191	-0.241379310344828	-0.0454545454545455	-0.299333433517871	-0.0702272239486798
11p15.1	0.0692416809545986	0.295388822420994	0.194116279149744	-0.275862068965517	-0.170454545454545	-0.336633429464174	-0.14251715031443
11p15.1.1	0.032642000728768	0.191779847090707	0.227009888695923	-0.241379310344828	-0.136363636363636	-0.299333433517871	-0.0723235448219479
11p15.2	0.362079931436295	0.628235701932378	0.0932052697337154	-0.241379310344828	-0.125	-0.299333433517871	-0.206128163784156
11p15.3	0.0489208934281588	0.242002291958445	0.190764672945286	-0.310344827586207	-0.215909090909091	-0.396893371949256	-0.20612869900397
11p15.4	0.0344642325092393	0.197850223664152	0.208302693591447	-0.413793103448276	-0.318181818181818	-0.460800321942261	-0.252497628350814
11p15.5	0.16602601446048	0.442287796552903	0.14377423165446	-0.379310344827586	-0.329545454545455	-0.434897099759187	-0.291122868104727
